hotel_id,hotel_name,region,address,district
26930646,Tu Viên Xanh homestay (Tu Vien Xanh Homestay),Hòa Bình,Xóm Gò Bùi,xã Dân Hoà
37287089,Khách sạn Quỳnh Trang Hưng Yên (Quynh Trang Hung Yen Hotel),Hưng Yên,Km 18,National Highway 5
63995759,Khách sạn ADAMO Hưng Yên (ADAMO HOTEL HUNG YEN),Hưng Yên,DT200 TT V ng xuyến,ng 5
25019485,White Palace 2,Hưng Yên,34 Doc Nhuong st.,Tran Hung Dao Ward
63746671,Khách sạn Bảo An Hưng Yên (Bao An Hotel Hung Yen),Hưng Yên,New Urban Area,Van Giang
63620407,"Căn hộ m² 2 phòng ngủ, 2 phòng tắm riêng ở Hưng Yên (Landmark 2 ngủ view hồ)",Hưng Yên,Hưng Yên,Hưng Yên
80109183,"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Hưng Yên (Anhome Ecopark)",Hưng Yên,Hưng Yên,Hưng Yên
68388662,Ocean Park - 6 Giường Đôi - Tầng 3 Sunny Residence (Ocean Park - 6 Giuong Đoi - Tang 3 Sunny Residence),Hưng Yên,,Nghĩa Trụ
74973282,"Nhà riêng 25 m² 1 phòng ngủ, 1 phòng tắm riêng ở Hưng Yên (Le Chateau Vinhomes Ocean Park3)",Hưng Yên,Hưng Yên,Hưng Yên
63620400,"Nhà riêng m² 1 phòng ngủ, 1 phòng tắm riêng ở Hưng Yên (Haven Park Căn hộ homestay 1 ngủ)",Hưng Yên,Hưng Yên,Hưng Yên
80053108,"Nhà riêng m² 1 phòng ngủ, 1 phòng tắm riêng ở Hưng Yên (Comfy home)",Hưng Yên,Hưng Yên,Hưng Yên
79917776,Khách sạn Sông Lô (Khách Sạn Sông Lô),Hải Dương,281 Bùi Thị Xuân,Hải Dương
58890133,Khách sạn & Căn hộ Mandala Hải Dương (Mandala Hotel & Suites Hai Duong),Hải Dương,Toa nha Apec Mandala Hai Duong,nga tu Le Thanh Nghi
64584425,Apec Mandala Wyndham ( Apec Mandala Wyndham),Hải Dương,8/346 Yết Kiêu,P. Hải Tân
59315156,Khách sạn YO (YO Hotel),Hải Dương,No. 22 Dao Dao,Binh Han Ward
186731,Nam Cuong Hai Duong Hotel,Hải Dương,Số 1 Đại Lộ Võ Nguyên Giáp,Phường Tứ Minh
9967054,Khách Sạn Sen Tím (Purple Lotus Hotel),Hải Dương,Số 232 Đường Trường Chinh,Phường Tân Bình
34125588,Nhà khách Công đoàn Hải Dương (Guest House of Hai Duong Trade Union),Hải Dương,106 Phố Chi Lăng,Hải Dương
67847945,Homestay Apec Mandala Hotel & Suites Hai Duong,Hải Dương,Hải Dương,Hải Dương
78051547,Apec Mandala Hotel & Suites Condotel Hải Dương (Apec Mandala Hotel & Suites Condotel Hai Duong),Hải Dương,Highlands Coffee Apec Mandala Hải Dương,Hải Dương
38991643,Khách sạn Asean (Asean Hotel),Hải Dương,168 Trần Hưng Đạo,8
80605546,APEC MANDALA & SUITE Hải Dương (APEC MANDALA & SUITE HẢI DƯƠNG),Hải Dương,ĐL Lê Thanh Nghị,Yết Kiêu
61542799,"Căn hộ 38 m² 1 phòng ngủ, 1 phòng tắm riêng ở Hải Dương (Apec Mandala Wyndham)",Hải Dương,Hải Dương,Hải Dương
9062618,Khách Sạn Kim Bảo (Kim Bao Hotel),Hải Dương,16 Vuong Chieu,Phuong.Binh Han
1193395,Star Hotel Hai Duong,Hải Dương,Số 01,Phố Hông Châu
77145802,LiLi,Hải Dương,Hải Dương,Hải Dương
1414714,Hai Duong Garden Apartment,Hải Dương,54 Do Ngoc Du,Tan Binh Ward
78681830,Ecorivers Hải Dương (Ecorivers Hai Duong),Hải Dương,Hải Dương,Hải Dương
60743932,"Căn hộ 34 m² 1 phòng ngủ, 1 phòng tắm riêng ở Hải Dương (Apec Mandala Wyndham - Airbnb)",Hải Dương,Hải Dương,Hải Dương
58845990,MOMIZI Serviced Apartment,Hải Dương,15 Vũ Văn Dũng,Hải Dương
344872,Khách Sạn Phương Anh 1 Hải Dương (Phuong Anh Hotel 1 Hai Duong),Hải Dương,L 18.1.3 đường Ng Quyền,Phường L Thanh Nghị
1197953,Khách Sạn Phương Anh 2 Hải Dương (Phuong Anh Hotel 2 Hai Duong),Hải Dương,Số 03 đường Trường Chinh,phường L Thanh Nghị
46885616,"Căn hộ 70 m² 1 phòng ngủ, 1 phòng tắm riêng ở Hải Dương (Căn hộ nghỉ dưỡng chữa lành ở trung tâm)",Hải Dương,Hải Dương,Hải Dương
28762028,Mio Hotel,Hải Dương,Số 3 ngõ 118 Ngô Sỹ Liên,Phường Tứ Minh
80605644,"Nhà riêng m² 1 phòng ngủ, 1 phòng tắm riêng ở Hải Dương (Cá chuồn Home - Touching a peaceful alley)",Hải Dương,Hải Dương,Hải Dương
53883475,"Căn hộ 33 m² 1 phòng ngủ, 1 phòng tắm riêng ở Hải Dương (LAKHA HOUSE)",Hải Dương,Hải Dương,Hải Dương
74424088,"Căn hộ m² 2 phòng ngủ, 1 phòng tắm riêng ở Hải Dương (MIO HOTET)",Hải Dương,Hải Dương,Hải Dương
78346912,Hotel London,Hải Dương,Pho Ghe,Hải Dương
6393486,Sheraton Hải Phòng (Sheraton Hai Phong),Hải Phòng,Khu đô thị Vinhomes Imperia Hải Phòng,Đường Hà Nội
10312958,Khách Sạn Nikko Hải Phòng (Hotel Nikko Hai Phong),Hải Phòng,Số 1,Đường số 1
49443430,Khách sạn Paul Chabot (Paul Chabot Hotel ),Hải Phòng,26D Ly Tu Trong Street,Hong Bang Ward
52249241,Halidao Homestay,Hải Phòng,4/54 Cao Thắng,Hạ Lý
58354137,Khách sạn Pullman Grand Hải Phòng (Pullman Hai Phong Grand Hotel),Hải Phòng,No.12 Tran Phu Street,Cau Dat Ward
38732219,Khách sạn & Căn hộ Ostara (Ostara Hotel & Apartment),Hải Phòng,No. 3,Do Nhuan Street
35695102,AUI Nguyễn Trãi,Hải Phòng,95 Nguyen Trai street,Trung tâm thành phố/chợ Sắt
1032037,Tòa nhà Haiphong (Căn hộ và Khách sạn) (Haiphong Tower (Apartment and Hotel)),Hải Phòng,85 Trần Phú,Ngô Quyền
61732648,META HOME - Vinhomes Imperia Hải Phòng (META HOME - Vinhomes Imperia Hai Phong),Hải Phòng,Vinhomes Imperia,Thuong Ly
72514682,Căn hộ LuxHomes Vinhomes Marina (The LuxHomes Apartment Vinhomes Marina),Hải Phòng,HD103 Vinhome Marina,Vinh Niem
63547077,Khách sạn IRIS Hải Phòng (IRIS Hotel Hai Phong),Hải Phòng,No. 87,Hoang The Thien
66146599,Khách sạn CiCi Hải Phòng (CiCi Hotel Hải Phòng),Hải Phòng,No. 28,Dong Khe
4659590,Khách Sạn Manoir Des Arts (Manoir Des Arts Hotel),Hải Phòng,64 Điện Biên Phủ,Hồng Bàng
78975031,Merry House Hoàng Huy Riverside (Merry House Hoang Huy Riverside),Hải Phòng,Số LK-07/19 Hoang Huy Riverside,Thượng Lý/Quán Toan
72429497,Khách sạn & Căn hộ The Eastern (The Eastern Hotel & Apartment),Hải Phòng,9 P. Phan Bội Châu,Hoàng Văn Thụ
46756335,"HTOWER - 197 Văn Cao, Gia Viên, Hải Phòng (HTOWER - 197 Van Cao, Gia Vien, Hai Phong)",Hải Phòng,Phố Văn Cao số 195-197,Ngã năm – Sân bay Cát Bi
108901,Khách sạn và Căn hộ Pearl River (Pearl River Hotel & Apartment),Hải Phòng,Km 8 Phạm Văn Đồng,Phường Anh Dũng
80550402,Khách sạn Anna's House (Anna's House Hotel),Hải Phòng,Anna House,KL3.08
23145508,Khách sạn Opera (The Opera Hotel),Hải Phòng,20b Minh Khai 8,Trung tâm thành phố/chợ Sắt
67096990,Khách sạn Wink Hải Phòng - Lưu trú 24 giờ & Quầy bar hồ bơi tầng thượng (Wink Hotel Hai Phong - 24hrs Stay & Rooftop Pool Bar),Hải Phòng,No.135,Dien Bien Phu
59873041,Hapi Home,Hải Phòng,Toà nhà Diamond Crown,Ngã tư BigC Lê Hồng Phong
59113855,The Eudora Homestay,Hải Phòng,57 Phố Trại Lẻ,Cầu Rào
38036881,Khu nghỉ dưỡng Dream Dragon (Dream Dragon Resort),Hải Phòng,Khu du lịch Quốc tế,Bãi Biển Đồ Sơn
36221957,Aui Máy Tơ,Hải Phòng,38 Máy Tơ,Trung tâm thành phố/chợ Sắt
28379940,Roygent Parks Hải Phòng (Roygent Parks Hai Phong),Hải Phòng,No.3 Road No.1,Waterfront City
26956734,Khách sạn Queenie (Queenie Hotel),Hải Phòng,83 Hoang The Thien,Trung tâm thành phố/chợ Sắt
36834402,Khách sạn & Căn hộ PH (PH Hotel & Apartment),Hải Phòng,Room PH,94 P. Tran Phu
5647453,Khách sạn Gallant 154 - Gần sân bay Cát Bi (Gallant Hotel 154 - Near Cat Bi Airport),Hải Phòng,154 Ng Gia Tự,C t Bi
40340079,Thanh Bình Hotel (Thanh Binh Hotel),Hải Phòng,7c Lê Hồng Phong,Trung tâm thành phố/chợ Sắt
36070507,Khách sạn và Căn hộ Lotus (Lotus Hotel and Apartment),Hải Phòng,18 Lô 3C Lê Hồng Phong,Lotus Hotel & Apartment
4518434,Mercure Hải Phòng (Mercure Hai Phong),Hải Phòng,Số 12 Lạch Tray,Phường LạchTray
37219892,Khách sạn PHAM. & Views (PHAM. Hotel & Views),Hải Phòng,Ngõ 134 P. Cầu Đất,Trung tâm thành phố/chợ Sắt
46758557,Nhà nghỉ Tây Đại Dương (Tay Dai Duong Guesthouse),Hải Phòng,5/70 Lach Tray,Lach Tray Ward
33152056,Căn hộ & Khách sạn Grand Hill (GRAND HILL APARTMENT & HOTEL),Hải Phòng,số 118 Kiều Sơn,phường Đằng L m
31215024,Khách sạn KOVIE (KOVIE HOTEL),Hải Phòng,lô 2A Lê Hồng Phong,Trung tâm thành phố/chợ Sắt
46749545,Căn hộ META HOME - Vinhomes Imperia (META HOME Apartment - Vinhomes Imperia ),Hải Phòng,Room 17-02,Vinhomes Imperia
8213119,Meliá Vinpearl Hải Phòng Rivera (Meliá Vinpearl Hai Phong Rivera),Hải Phòng,Manhattan 9 Street,Vinhomes Imperia Urban Area
37374628,Merci Vinhomes Imperia Hải Phòng (Merci Vinhomes Imperia Hai Phong),Hải Phòng,BH04-07 Vinhomes Imperia,Hong Bang
18168590,THE SHINE HOTEL,Hải Phòng,Số 1 - L 22A,đường L Hồng Phong
75887168,Bé Homestay (Be Homestay),Hải Phòng,Số 16/89 Phố Chùa Hàng,Trung tâm thành phố/chợ Sắt
288586,Hòn Dấu Resort (Hon Dau Resort),Hải Phòng,Khu 3,Phường Vạn Hương
47863203,Khách sạn Le Haute (Le Haute Hotel),Hải Phòng,275 Lạch Tray,Ngã năm – Sân bay Cát Bi
18587829,Căn hộ Lee (Lee Apartment),Hải Phòng,23 Van Cao,Dang Giang
32745831,Khách sạn & Căn hộ Madelise (MADELISE HOTEL&APARTMENT),Hải Phòng,No 1,Lot 03 C
18482854,KHÁCH SẠN TE AMO (HOTEL TE AMO),Hải Phòng,18 Phung Phap,Dang Giang
77532149,KATKA Hotel Hai Phong,Hải Phòng,1 Ngõ 580 Ngô Gia Tự,Thành Tô
6884466,Khách Sạn Azumaya Hải Phòng (Azumaya Hotel Hai Phong),Hải Phòng,No. 195 Vu Trong Khanh Str.,Gia Vien Ward.
47279296,Khách sạn & Căn hộ CM (CM Hotel & Apartment),Hải Phòng,71 Hoàng Thế Thiện,Trung tâm thành phố/chợ Sắt
59288614,Nhà nghỉ Mia (Mia motel),Hải Phòng,27 Nguyễn Hữu Cầu,Bãi Biển Đồ Sơn
339499,Làng Quốc tế Hướng Dương (Sunflower International Village),Hải Phòng,35A Đường Văn Cao,Ngã năm – Sân bay Cát Bi
70579739,Khách sạn BIDV Đồ Sơn (BIDV Hotel Đồ Sơn),Hải Phòng,1 L Th nh T ng,Hải Sơn
10955,Khách sạn Harbour View Hải Phòng (Hai Phong Harbour View Hotel),Hải Phòng,12 Trần Phú,Trung tâm thành phố/chợ Sắt
68192959,"Căn hộ 60 m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố/chợ Sắt (One Bedroom Apartment in Diamond Crown Hai Phong)",Hải Phòng,19 Đ. Lê Hồng Phong,Đông Khê
804975,Somerset Central TD Hải Phòng (Somerset Central TD Hai Phong City),Hải Phòng,Tower A,TD Plaza
548250,Khách sạn Đông Dương (Dong Duong Hotel),Hải Phòng,4D Hồ Sen,quận Lê Chân
46252114,Tan An Palace,Hải Phòng,No. 22,Hong Bang Street
37171279,Lều Vịt Homestay,Hải Phòng,15/54 Cao Thắng,Hạ Lý
18512710,Nhà nghỉ Tây Hồ (Motel Tay Ho),Hải Phòng,20/420 Lach Tray,Ngo Quyen
36965822,Cửa Biển Homestay (Cua Bien Homestay),Hải Phòng,số 04/16D mặt đường Lê Hồng Phong,Ngã năm – Sân bay Cát Bi
61012565,Căn hộ The LuxHomes - 231 Văn Cao (The LuxHomes Apartment - 231 Văn Cao),Hải Phòng,1/231 P. Văn Cao,Ngã năm – Sân bay Cát Bi
46761029,Merci Vinhomes Marina Hải Phòng (Merci Vinhomes Marina Hai Phong),Hải Phòng,HD.75 + HD.77 Vinhomes Marina,An Bien
255043,Khách sạn The Tray Hải Phòng (The Tray Hotel Hai Phong),Hải Phòng,47 Lạch Tray,Trung tâm thành phố/chợ Sắt
76100774,HAMA HOUSE,Hải Phòng,29 Ng 33 Kiều Sơn,Ngã năm – Sân bay Cát Bi
37174426,Nhà nghỉ Adal (Adal Motel),Hải Phòng,No. 262,11
23011134,Nhà nghỉ Hoàng Tuyết (Hoang Tuyet Guest House),Hải Phòng,số 19/70 Lạch Tray,Trung tâm thành phố/chợ Sắt
61742577,Kiara's Home,Hải Phòng,Số 12 Ng 273 Đường Đằng Hải,Hải An
24120266,Punt Hotel,Hải Phòng,No. 41,Lane 3C
290092,Hoang Hai Hotel Haiphong,Hải Phòng,109 Cầu Đất,Quận Ngô Quyền
10144700,Khách Sạn Menrva (Menrva Hotel),Hải Phòng,No.4D Tran Hung Dao,Hong Bang
42031357,Khách sạn The LuxHomes Apartment - SAKURA (The LuxHomes Apartment - SAKURA Hotel),Hải Phòng,19/15 Tô Vũ,193 Văn Cao
76965355,Peaceful Paradise Homestay,Hải Phòng,106 Phố Lương Khánh Thiện ngõ 106 Lương Khánh Thiện,homestay là toà nhà 6 tầng ngay cạnh trường mầm non Sakura
39062704,Cozy Central House,Hải Phòng,3 Phan Đình Phùng,Ven sông - Sông Cấm/Cảng cũ
71368079,Merry House Harmony,Hải Phòng,27/174 Văn Cao,Phường Đằng Giang
46609945,Khách sạn Song Kim (Song Kim Hotel),Hải Phòng,102/225 Ngô Gia Tự,Ngã năm – Sân bay Cát Bi
16332920,Khách sạn MV (MV HOTEL),Hải Phòng,15A Phuong Luu,Dong Hai 1
59675831,Quang Minh Hotel,Hải Phòng,29 Nguyễn Hữu Cầu,Bãi Biển Đồ Sơn
34850687,Phong Lan Apartments,Hải Phòng,20 Đinh Tiên Hoàng,Trung tâm thành phố/chợ Sắt
77626680,Lotus Apartment Hoang Huy Commerce,Hải Phòng,Cầu Rào,Hải Phòng
34526371,Khách sạn & Căn hộ The Shine 2 (THE SHINE 2 HOTEL & APARTMENT),Hải Phòng,Số 16,L 22B
9767209,Victory Hotel and Apartment,Hải Phòng,119 Nguyễn Đức Cảnh,quận Lê Chân
78839899,Khách sạn & Căn hộ Mango Riverside Hải Phòng (Mango Riverside Hotel & Apartment - Hai Phong),Hải Phòng,,Thượng Lý
13870808,Khách Sạn Và Căn Hộ The Nova (The Nova Hotel and Apartment),Hải Phòng,135 Hoang The Thien,Trung tâm thành phố/chợ Sắt
4861685,"Nhà mặt đất 20 m² 1 phòng ngủ, 1 phòng tắm riêng ở Khu đô thị Ngã Năm - sân bay Cát Bi (Private room, international area, near Airport)",Hải Phòng,193 Van Cao,No 4 An Khe resident area
13342554,KHÁCH SẠN MOMIZI HẢI PHÒNG (MOMIZI HOTEL HAI PHONG),Hải Phòng,373 Van Cao Str.,Hai An Dist.
8607268,Chung cư studio 40 m² có 1 phòng tắm riêng ở Trung tâm thành phố/chợ Sắt (1218A Studio apartment in Diamond Crown Hai Phong - friendly and warm like home),Hải Phòng,Le Hong Phong street,Trung tâm thành phố/chợ Sắt
68601203,Cozy Apartment Văn Cao Garden Villa - Homestay,Hải Phòng,41 Đ. Đỗ Nhuận,Đằng Lâm
47636421,The Key - Vinhomes Marina,Hải Phòng,Đường Hải Đăng,Cầu Rào
68665044,GARE D'47 l 47 Luong Khanh Thien,Hải Phòng,47 Phố Lương Khánh Thiện,Trung tâm thành phố/chợ Sắt
49702279,X-Stay,Hải Phòng,Vinhomes Marina Cầu Rào 2,Lê Chân
77241046,Căn hộ tuyệt vời trung tâm Thành phố 2! (Can ho tuyet voi trung tam Thanh pho 2!),Hải Phòng,Trung tâm thành phố/chợ Sắt,Hải Phòng
46245408,Hotel Nam Sơn (Hotel Nam Son),Hải Phòng,47 Bạch Đằng,TT Núi Đèo
9752576,Thien Anh Hotel,Hải Phòng,Số 3,ngõ 82 Trần Phú
532379,Khách sạn Rose (Rose Hotel),Hải Phòng,Số 36,Ngõ 384 Lạch Tray
58282053,Khách sạn căn hộ D&H (D&H Apartment Hotel),Hải Phòng,No. 333,Văn Cao
45839222,Holiday Hotel 2,Hải Phòng,193 Phố Văn Cao,Ngã năm – Sân bay Cát Bi
34632533,Cuccu homestay,Hải Phòng,Cầu Rào,Hải Phòng
9062186,Nhà Nghỉ Vân Anh (Van Anh Motel),Hải Phòng,số nhà 15 đường Dầu Lửa,Sở Dầu
64835370,Hiu homestay (Hiu Homestay),Hải Phòng,124 P. Đào Nhuận,Kênh Dương
39797569,"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố/chợ Sắt (Super Nice Room 193 Văn Cao No.1)",Hải Phòng,Ngã năm – Sân bay Cát Bi,Hải Phòng
78569202,"Nhà riêng m² 1 phòng ngủ, 1 phòng tắm riêng ở Cầu Rào (Shin Apartment-Hoang Huy Commerce-1 bedroom)",Hải Phòng,Cầu Rào,Hải Phòng
79078606,"Căn hộ m² 2 phòng ngủ, 2 phòng tắm riêng ở Khác (Jolli Home - Homestay in Haiphong)",Hải Phòng,Chung cư Hoàng Huy Commerce,Hải Phòng
78342061,FLESTA Lach Tray,Hải Phòng,358 Lach Tray,Ngã năm – Sân bay Cát Bi
16624767,"Căn hộ 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Cầu Rào (perfect)",Hải Phòng,Cầu Rào,Hải Phòng
78339498,Doson Resort,Hải Phòng,Thung Lung Xanh,Phuong Van Huong
10944400,"Nhà mặt đất 26 m² 1 phòng ngủ, 1 phòng tắm riêng ở Khu đô thị Ngã Năm - sân bay Cát Bi (HMhause#feellikehome)",Hải Phòng,Ngã năm – Sân bay Cát Bi,Hải Phòng
55661539,JOYCE-Celia 27,Hải Phòng,Cầu Rào,Hải Phòng
39807000,"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố/chợ Sắt (Supper Nice Apartment 193Văn Cao)",Hải Phòng,Ngã năm – Sân bay Cát Bi,Hải Phòng
31589920,Hà Thịnh Phát Apartment,Hải Phòng,Trung tâm thành phố/chợ Sắt,Hải Phòng
72098029,"Nhà riêng m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố/chợ Sắt (Ann Apartment)",Hải Phòng,Ngã năm – Sân bay Cát Bi,Hải Phòng
63414360,"Căn hộ 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Cầu Rào (Lucky home )",Hải Phòng,Ngã năm – Sân bay Cát Bi,Hải Phòng
76969792,Aurelia Hotel,Hải Phòng,Số 51,Căn 35.5
9642497,The Peninsula Haiphong,Hải Phòng,số 21,dãy A2
78619563,Pi & Pu Apartment Hai Phong- Hoang Huy Commerce,Hải Phòng,70 Võ Nguyên Giáp Hoang Huy Commerce Building,Cầu Rào
45882630,Viet House Yen Duc Village,Hải Phòng,Du lịch Yên Đức,Thôn Yên Khánh
71447897,Moonlight Homestay,Hải Phòng,Trung tâm thành phố/chợ Sắt,Hải Phòng
9375300,"Chung cư 60 m² 1 phòng ngủ, 1 phòng tắm riêng ở Cầu Rào (Sunshine House )",Hải Phòng,Cầu Rào,Hải Phòng
9043724,SƠN HÀ Motel (SON HA Motel),Hải Phòng,227 Đào Nhuận 227 đào nhuận kênh dương lê chân hải phòng,Cầu Rào
79239904,Hoa Đảo Vua (Hoa Đao Vua),Hải Phòng,Vinhome Vũ Yên Island Đảo vua 3-32,Ven sông - Sông Cấm/Cảng cũ
78606148,Homestay căn studio HOMESTAY TẠI DIAMOND CROWN - HẢI PHÒNG (Homestay can studio HOMESTAY TAI DIAMOND CROWN - HAI PHONG),Hải Phòng,Trung tâm thành phố/chợ Sắt,Hải Phòng
38963095,"Căn hộ 100 m² 2 phòng ngủ, 2 phòng tắm riêng ở Cầu Rào (The Nook G8 Me Linh)",Hải Phòng,Cầu Rào,Hải Phòng
36838148,Căn hộ studio 33 m² có 1 phòng tắm riêng ở Cầu Rào (Bao Ngoc Han Phat apartment),Hải Phòng,Cầu Rào,Hải Phòng
31525210,"Căn hộ 160 m² 20 phòng ngủ, 20 phòng tắm riêng ở Trung tâm thành phố/chợ Sắt (Khách sạn Nam Sơn)",Hải Phòng,Trung tâm thành phố/chợ Sắt,Hải Phòng
76096033,căn hộ chung cư cao cấp (can ho chung cu cao cap),Hải Phòng,Cầu Rào,Hải Phòng
32221918,"Căn hộ 300 m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố/chợ Sắt (Sakura Apartment)",Hải Phòng,Ngã năm – Sân bay Cát Bi,Hải Phòng
55906580,"Nhà riêng 100 m² 3 phòng ngủ, 2 phòng tắm riêng ở Thượng Lý/Quán Toan (Ấm cúng, hiện đại, tiện nghi!)",Hải Phòng,Thượng Lý/Quán Toan,Hải Phòng
6165157,Nhà mặt đất studio 35 m² có 1 phòng tắm riêng ở Trung tâm thành phố/chợ Sắt (Ventana house 201),Hải Phòng,Trung tâm thành phố/chợ Sắt,Hải Phòng
78089426,"Nhà riêng m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Kiến An (Khanh Phong Apartment Vinhome Royal Island)",Hải Phòng,Quận Kiến An,Hải Phòng
56314083,Khách sạn Golden Moon (GOLDENMOONHOTEL),Hải Phòng,ĐT456,Thôn Tử Đô
21918167,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Cầu Rào (SAOLA Apartment Le Chan, Haiphong, 201)",Hải Phòng,Cầu Rào,Hải Phòng
78346168,LuxHomes Apartment,Hải Phòng,P. Van Cao,Ngã năm – Sân bay Cát Bi
61710070,"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Thượng Lý/Quán Toan (Superior studio 35m2 )",Hải Phòng,Trung tâm thành phố/chợ Sắt,Hải Phòng
76936576,The Nest High-Floor Studio with City View,Hải Phòng,Trung tâm thành phố/chợ Sắt,Hải Phòng
28986496,Zen Love Station - Adults Only,Hải Phòng,Mahattan 14-07,Vinhomes Imperia
63110722,"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Thượng Lý/Quán Toan (Mun's House)",Hải Phòng,Thượng Lý/Quán Toan,Hải Phòng
61696374,"Căn hộ 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Ven sông - Sông Cấm/Cảng cũ (MiMi Homestay-Delux room for 4 per-2Queen beds)",Hải Phòng,Trung tâm thành phố/chợ Sắt,Hải Phòng
39687990,Căn hộ studio 30 m² có 1 phòng tắm riêng ở Thượng Lý/Quán Toan (Manhattan 17-02 Áp Mái),Hải Phòng,Ven sông - Sông Cấm/Cảng cũ,Hải Phòng
21918163,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vila Mariana (SAOLA Apartment Le Chan, Haiphong, 401)",Hải Phòng,Cầu Rào,Hải Phòng
8703878,"Chung cư 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thượng Lý/Quán Toan (Vinhomes Serviced Apartment high quality)",Hải Phòng,Thượng Lý/Quán Toan,Hải Phòng
78569196,"Nhà riêng m² 1 phòng ngủ, 2 phòng tắm riêng ở Cầu Rào (Pi Home (Hoang Huy Commerce) - 2 bedrooms - 2 wc)",Hải Phòng,Cầu Rào,Hải Phòng
63267011,"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố/chợ Sắt (X-Stay Bonita)",Hải Phòng,Trung tâm thành phố/chợ Sắt,Hải Phòng
65765040,"Căn hộ m² 2 phòng ngủ, 2 phòng tắm riêng ở Khác (2 Bedroom 2wc SHP Khánh Phong Apartment)",Hải Phòng,Trung tâm thành phố/chợ Sắt,Hải Phòng
80155343,"Nhà riêng m² 1 phòng ngủ, 1 phòng tắm riêng ở Cầu Rào (Căn studio tầng 25 Sentosa Sky Park Hải Phòng)",Hải Phòng,Cầu Rào,Hải Phòng
75970703,"m² 1 phòng ngủ, 1 phòng tắm riêng ở Khác (Vip 1 & Víp 2)",Hải Phòng,Trung tâm thành phố/chợ Sắt,Hải Phòng
39611841,"Nhà riêng 60 m² 1 phòng ngủ, 3 phòng tắm riêng ở Ngã năm – Sân bay Cát Bi (Nhà Kiến)",Hải Phòng,Ngã năm – Sân bay Cát Bi,Hải Phòng
72814141,Cozy Homestay Diamond Crown Hải Phòng (Cozy Homestay Diamond Crown Hai Phong),Hải Phòng,Diamond Crown Hải Phòng,Trung tâm thành phố/chợ Sắt
52133355,"Nhà riêng 100 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thượng Lý/Quán Toan (58 House - Mỹ Anh Homestay (201))",Hải Phòng,Thượng Lý/Quán Toan,Hải Phòng
61216954,"Căn hộ m² 2 phòng ngủ, 2 phòng tắm riêng ở Thượng Lý/Quán Toan (Mun's house)",Hải Phòng,Thượng Lý/Quán Toan,Hải Phòng
73408283,"Nhà riêng m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố/chợ Sắt (The Nest | Căn hộ cao cấp)",Hải Phòng,Trung tâm thành phố/chợ Sắt,Hải Phòng
64351507,"Căn hộ 100 m² 2 phòng ngủ, 1 phòng tắm riêng ở Cầu Rào (Tom Homestay Hải Phòng)",Hải Phòng,Cầu Rào,Hải Phòng
62517975,Homestay Hải Phòng (Homestay Hai Phong),Hải Phòng,Trung tâm thành phố/chợ Sắt,Hải Phòng
52006913,"Căn hộ 300 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thượng Lý/Quán Toan (Halidao Homestay Hải Phòng)",Hải Phòng,Trung tâm thành phố/chợ Sắt,Hải Phòng
79124492,The Muse 1,Hải Phòng,Kim Long 1.36 Kl 1.36 Khu du lịch Quốc tế Đồi Rồng,Bãi Biển Đồ Sơn
12250086,"Chung cư 60 m² 2 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố/chợ Sắt (Shp plaza apartment)",Hải Phòng,Trung tâm thành phố/chợ Sắt,Hải Phòng
61453572,Ann Homestay Hải Phòng (Ann Homestay Hai Phong),Hải Phòng,Cầu Rào,Hải Phòng
67833351,"m² 1 phòng ngủ, 1 phòng tắm riêng ở Thượng Lý/Quán Toan (malela homestay )",Hải Phòng,Trung tâm thành phố/chợ Sắt,Hải Phòng
45427888,Warm & Cozy Apartment,Hải Phòng,Cầu Rào,Hải Phòng
66063172,"Căn hộ 72 m² 2 phòng ngủ, 2 phòng tắm riêng ở Cầu Rào (Nàng Bún House)",Hải Phòng,Cầu Rào,Hải Phòng
